web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,price,Address,bedrooms,bathrooms,Squarefeet,datesold
1680471010-105,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2356-N-86th-St-Wauwatosa-WI-53226/110750933_zpid/,": $320,000","2356 North 86th St, Wauwatosa, WI 53226",2 bd,2 ba,"1,572 sqft","Sold: $320,000Sold on 08/26/22Zestimate®: $333,100"
1680471016-106,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/9020-W-North-Ave-Wauwatosa-WI-53226/110733963_zpid/,": $800,000","9020 West North Ave, Wauwatosa, WI 53226",#NAME?,null,null,"Sold: $800,000Sold on 08/26/22Zestimate®: None HelpHelp"
1680471023-107,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2031-N-71st-St-Wauwatosa-WI-53213/110730825_zpid/,": $470,000","2031 North 71st St, Wauwatosa, WI 53213",3 bd,3 ba,"1,866 sqft","Sold: $470,000Sold on 08/26/22Zestimate®: $489,400"
1680471028-108,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/9101-W-North-Ave-Wauwatosa-WI-53226/110710014_zpid/,": $830,000","9101 West North Ave, Wauwatosa, WI 53226",#NAME?,null,null,"Sold: $830,000Sold on 08/26/22Zestimate®: None HelpHelp"
1680471034-109,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1274-N-71st-St-1274A-Milwaukee-WI-53213/2062578926_zpid/,": $345,900","1274 North 71st St UNIT 1274A, Wauwatosa, WI 53213",4 bd,2 ba,"2,118 sqft","Sold: $345,900Sold on 08/29/22Zestimate®: None HelpHelp"
1680471041-110,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2318-N-90th-St-Wauwatosa-WI-53226/110719764_zpid/,": $355,000","2318 North 90th St, Wauwatosa, WI 53226",2 bd,2 ba,"1,350 sqft","Sold: $355,000Sold on 08/29/22Zestimate®: $369,500"
1680471046-111,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1279-Glenview-Pl-Wauwatosa-WI-53213/110742232_zpid/,": $229,000","1279 Glenview Pl, Wauwatosa, WI 53213",3 bd,2 ba,"1,408 sqft","Sold: $229,000Sold on 08/30/22Zestimate®: $238,100"
1680471052-112,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2200-N-64th-St-2204-Milwaukee-WI-53213/2062280654_zpid/,": $405,000","2200 North 64th St UNIT 2204, Wauwatosa, WI 53213",4 bd,2 ba,"3,096 sqft","Sold: $405,000Sold on 08/31/22Zestimate®: None HelpHelp"
1680471057-113,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/6418-Washington-Cir-Wauwatosa-WI-53213/110739448_zpid/,": $700,000","6418 Washington Cir, Wauwatosa, WI 53213",3 bd,4 ba,"3,041 sqft","Sold: $700,000Sold on 08/31/22Zestimate®: $728,600"
1680471063-114,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/7006-W-Lloyd-St-Wauwatosa-WI-53213/110730180_zpid/,": $440,000","7006 W Lloyd St, Wauwatosa, WI 53213",5 bd,3 ba,"2,450 sqft","Sold: $440,000Sold on 08/31/22Zestimate®: $438,300"
1680471068-115,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1535-Saint-Charles-St-Milwaukee-WI-53213/110735027_zpid/,": $525,000","1535 St Charles St, Wauwatosa, WI 53213",3 bd,2 ba,"2,887 sqft","Sold: $525,000Sold on 09/01/22Zestimate®: $546,500"
1680471074-116,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2200-N-64th-St-Wauwatosa-WI-53213/110756844_zpid/,": $405,000","2200 N 64th St, Wauwatosa, WI 53213",4 bd,null,null,"Sold: $405,000Sold on 09/02/22Zestimate®: $467,600"
1680471080-117,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2376-N-62nd-St-Wauwatosa-WI-53213/110726249_zpid/,": $310,000","2376 North 62nd St, Wauwatosa, WI 53213",5 bd,2 ba,"1,753 sqft","Sold: $310,000Sold on 09/02/22Zestimate®: $322,800"
1680471086-118,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2016-N-85th-St-Wauwatosa-WI-53226/110737025_zpid/,": $340,000","2016 North 85th St, Wauwatosa, WI 53226",3 bd,1 ba,"1,456 sqft","Sold: $340,000Sold on 09/06/22Zestimate®: $355,400"
1680471093-119,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1621-Church-St-Wauwatosa-WI-53213/110729526_zpid/,": $827,100","1621 Church St, Wauwatosa, WI 53213",5 bd,3 ba,"2,882 sqft","Sold: $827,100Sold on 09/06/22Zestimate®: $727,400"
1680471099-120,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1731-Alta-Vista-Ave-Wauwatosa-WI-53213/110711461_zpid/,": $540,000","1731 Alta Vista Ave, Wauwatosa, WI 53213",3 bd,2 ba,"1,972 sqft","Sold: $540,000Sold on 09/06/22Zestimate®: $564,600"
1680471105-121,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1205-Elm-Lawn-St-Wauwatosa-WI-53213/108242860_zpid/,": $305,100","1205 Elm Lawn St, Wauwatosa, WI 53213",3 bd,2 ba,"1,647 sqft","Sold: $305,100Sold on 09/07/22Zestimate®: $317,700"
1680471110-122,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/2203-N-68th-St-Wauwatosa-WI-53213/110728547_zpid/,": $415,000","2203 North 68th St, Wauwatosa, WI 53213",3 bd,2 ba,"2,009 sqft","Sold: $415,000Sold on 09/08/22Zestimate®: $432,100"
1680471116-123,https://www.zillow.com/wauwatosa-wi/sold/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A3%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-88.03361892700195%2C%22east%22%3A-87.9759407043457%2C%22south%22%3A43.04602857339023%2C%22north%22%3A43.06264859104245%7D%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A7794%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sort%22%3A%7B%22value%22%3A%22days%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,,https://www.zillow.com/homedetails/1439-Saint-Charles-St-Wauwatosa-WI-53213/110710454_zpid/,": $272,000","1439 St Charles St, Wauwatosa, WI 53213",2 bd,1 ba,"1,463 sqft","Sold: $272,000Sold on 09/08/22Zestimate®: $283,200"
